wgt	income	liq	fin	asset	networth
4709.417507	172179.8389	15167.00842	405223.6266	891873.6649	822065.2487
4663.88807	172179.8389	10714.00153	413660.9028	920232.2877	828158.837
4487.814508	172179.8389	14581.08646	459881.7751	944188.1255	876723.3971
4650.963862	172179.8389	6913.879112	225546.4728	714037.9801	616607.5287
4908.029975	172179.8389	9743.045142	547284.5907	1067415.884	984884.5907
2082.553068	6370.654041	9209.019128	9209.019128	262327.3053	262327.3053
2190.726242	7231.553236	9209.019128	9209.019128	262159.899	262159.899
2144.283121	4993.215329	9209.019128	9209.019128	262159.899	262159.899
2134.287599	10675.15001	9209.019128	9209.019128	262159.899	262159.899
2089.543264	12569.12824	9209.019128	9209.019128	262159.899	262159.899
983.2938419	521704.912	12053.25172	916047.1308	3997661.821	2849254.782
988.3403355	523426.7104	12053.25172	916047.1308	3662681.867	2514274.828
992.6177338	523426.7104	12053.25172	916047.1308	3664355.93	2515948.891
986.950589	521704.912	12053.25172	916047.1308	3990798.164	2842391.125
979.8991214	521704.912	12053.25172	916047.1308	3892028.462	2743621.423
31.36574549	5285921.056	130024.4529	48063462.86	82892338.15	74522024.45
34.21214189	5285921.056	156206.7942	49705115.75	84333103.5	75962789.81
33.33907135	5285921.056	155202.3565	51415003.43	86898437.25	78534819.8
32.80550343	5303139.04	129003.2747	47931864.79	83497327.68	74859163.95
34.65309022	5285921.056	157730.1913	51442642.2	87244147.94	78672946.72
11278.96182	44766.75813	12321.10176	302770.987	610296.3122	593204.1316
10975.8651	142909.2663	17828.76817	123294.7207	430987.4522	420390.635
11301.02955	80924.52431	59764.03979	101280.7957	410480.1836	402009.4262
10564.45135	191119.6212	17912.47131	169080.3366	478279.7246	464770.0383
10952.42817	49932.15329	3716.419281	102653.5272	411852.9151	399381.1477
19.27073474	5922986.46	34987.91125	4945013.925	49874179.34	47418833.2
19.64136827	5940204.444	34452.21117	4716805.692	49853513.04	47403142.21
19.67141309	5922986.46	35205.5394	4843113.726	48223771.11	45753314.87
20.14296436	5922986.46	33146.44223	4764047.743	50065985.08	47654119.37
20.23014452	5922986.46	34318.28615	4815441.469	46463402.07	44059921.73
14.6081405	7179899.284	1675653.099	38923549.04	94922621.73	88216326.4
15.87437233	7179899.284	1883287.1	39101049.92	94214376.01	88316652.98
15.50885702	7162681.3	1774673.91	37331766.49	90504853.86	84339280.8
15.24551738	7145463.316	1881813.925	39129709.87	95219014.54	89120403.98
16.08834242	7128245.332	1842975.669	35751116.45	91294676.66	85333339.25
8581.967461	41323.16135	5189.594491	5189.594491	161714.4606	161714.4606
8525.34244	41323.16135	7198.469778	7198.469778	163723.3359	163723.3359
8599.268773	41323.16135	5189.594491	5189.594491	161714.4606	161714.4606
8624.561652	41323.16135	7533.282326	7533.282326	163890.7422	163890.7422
8582.177044	41323.16135	5022.188217	5022.188217	161379.648	161379.648
635.1469436	344359.6779	38503.443	1926009.181	2743956.236	2354736.649
626.8980384	344359.6779	38503.443	1926009.181	2744625.861	2355406.274
663.1398499	344359.6779	38503.443	1926009.181	2743621.423	2354401.836
643.637	344359.6779	38503.443	1926009.181	2741277.735	2352225.555
643.9833451	344359.6779	38503.443	1926009.181	2744793.267	2355573.68
4668.098754	132578.476	3348.125478	118858.4545	138947.2073	96894.75134
4676.323028	132578.476	3348.125478	118858.4545	140621.2701	98568.81408
4698.328923	132578.476	3348.125478	118858.4545	140621.2701	98585.55471
4698.858965	132578.476	3348.125478	118858.4545	138947.2073	96911.49197
4662.160147	132578.476	3348.125478	118858.4545	138947.2073	96911.49197
12.5788312	7093809.365	2089230.298	46451892.88	323166120.1	313168617.5
13.27890673	7093809.365	1985438.409	47185132.36	325302224.2	315351595.3
13.45899225	7093809.365	2091406.58	47291100.54	339070215	329119502.4
13.26510782	7111027.349	2005527.161	46368189.75	324344655.9	314395701.1
13.64660318	7111027.349	2033986.228	47233680.18	332279717.7	322280440.5
6779.365508	266878.7504	15066.56465	15066.56465	402109.8699	177785.4629
7115.763973	266878.7504	15066.56465	15066.56465	402109.8699	177785.4629
7284.309639	266878.7504	15066.56465	15066.56465	402109.8699	177785.4629
6999.026261	266878.7504	15066.56465	15066.56465	402109.8699	177785.4629
7067.849865	266878.7504	15066.56465	15066.56465	402109.8699	177785.4629
34.72231802	959041.7029	552440.7039	1863231.829	3592538.638	3592538.638
1.524617263	2066158.067	1309786.687	7009970.314	12005038.71	12005038.71
30.07402192	4786599.523	775660.2295	1695055.486	3795669.411	3795669.411
1.863729961	1070958.598	339399.4797	3955374.996	23429412.03	22778201.62
28.86955992	1244860.236	534026.0138	2765551.645	4494523.642	4494523.642
4941.183397	22383.37906	1422.953328	1422.953328	12806.57995	6445.141546
5059.496364	22383.37906	1422.953328	1422.953328	11802.14231	5440.703902
4971.247485	20661.58067	1422.953328	1422.953328	14480.64269	8119.204285
5027.519301	20661.58067	1422.953328	1422.953328	14313.23642	7951.798011
4975.962133	20661.58067	1422.953328	1422.953328	12973.98623	6612.547819
5609.851443	227277.3874	15066.56465	100443.7643	393404.7437	187495.0268
5831.449095	227277.3874	15066.56465	100443.7643	394911.4002	189001.6832
5900.137323	227277.3874	15066.56465	100443.7643	393237.3374	187327.6205
5714.354811	227277.3874	15066.56465	100443.7643	393404.7437	187495.0268
5826.030008	227277.3874	15066.56465	100443.7643	394911.4002	189001.6832
1752.606059	289262.1294	361430.1454	3307780.566	7189764.652	6913042.081
1761.570812	289262.1294	361430.1454	3307780.566	7189764.652	6912874.675
1815.728464	289262.1294	361430.1454	3307780.566	7191438.715	6914716.144
1739.658308	289262.1294	361430.1454	3307780.566	7191606.121	6914046.519
1725.299525	289262.1294	361430.1454	3307780.566	7191438.715	6911200.612
5831.205194	67150.13719	19084.31523	27789.44147	54574.44529	34485.69243
5840.976498	67150.13719	19084.31523	27789.44147	56248.50803	36159.75516
5861.409437	67150.13719	19084.31523	27789.44147	56248.50803	36159.75516
5891.458854	65428.3388	19084.31523	27789.44147	54574.44529	32811.62969
5845.67492	67150.13719	19084.31523	27789.44147	56248.50803	34485.69243
7505.250266	82646.3227	5859.219587	9876.970161	199213.466	43860.44376
7844.341751	82646.3227	5859.219587	9876.970161	199046.0597	43693.03749
7888.872695	82646.3227	5859.219587	9876.970161	197539.4032	42186.38103
7697.738567	82646.3227	5859.219587	9876.970161	199046.0597	43693.03749
7762.337103	82646.3227	5859.219587	9876.970161	199213.466	43860.44376
2122.575598	246217.1697	90399.38791	1287354.246	2114508.646	2114508.646
2054.132096	246217.1697	90399.38791	1309117.062	2134597.399	2134597.399
2221.846508	246217.1697	90399.38791	1309117.062	2134597.399	2134597.399
2102.307517	246217.1697	90399.38791	1309117.062	2134597.399	2134597.399
2106.518048	246217.1697	90399.38791	1287354.246	2112834.583	2112834.583
6098.942555	12569.12824	0	0	0	0
6063.320469	12224.76857	0	0	0	0
6063.229449	13257.8476	0	0	0	0
6074.74435	12741.30808	0	0	0	0
6078.508739	13257.8476	0	0	0	0
193.4512516	103307.9034	3515.531752	9374.751339	49050.03826	25780.56618
199.3241586	103307.9034	3515.531752	31974.59832	73323.94797	50054.4759
196.946914	103307.9034	3515.531752	25278.34736	64953.63428	41684.1622
198.1748398	103307.9034	3515.531752	17745.06503	59094.41469	35824.94262
198.0272963	103307.9034	3515.531752	7031.063504	46706.35042	23436.87835
10461.75537	27548.77423	1339.250191	43190.81867	155353.0222	58257.38332
10428.44207	27548.77423	1339.250191	43190.81867	155353.0222	58257.38332
10417.78144	27548.77423	1339.250191	43190.81867	155353.0222	58257.38332
10559.67263	27548.77423	1339.250191	43190.81867	155353.0222	58257.38332
10373.15314	27548.77423	1339.250191	43190.81867	155353.0222	58257.38332
1.723908683	3305852.908	197371.9969	45695049.12	72100040.7	70728983.32
1.7558858	6456743.961	40344.91201	43683160.52	59010878.96	58125299.77
1.550907134	14428670.5	309701.6067	88934583.01	146324801.8	144607213.5
