411.3802888	2048772.134	58137.16338	3648499.82	10648528.55	8687577.738
400.6597729	2048772.134	58137.16338	3648499.82	11984112.03	10023161.22
427.7479629	2048772.134	58137.16338	3648499.82	12205661.76	10244710.95
406.0802212	2048772.134	58137.16338	3648499.82	12142810.77	10181859.96
415.8449117	2048772.134	58137.16338	3648499.82	10634387.07	8673436.266
470.9755152	483961.9214	47295.36804	433828.9408	6471451.921	6471451.921
471.2853085	483961.9214	47295.36804	433828.9408	6471451.921	6471451.921
482.316356	483961.9214	47295.36804	433828.9408	6471451.921	6471451.921
467.8992913	483961.9214	47295.36804	433828.9408	6471451.921	6471451.921
471.4987688	483961.9214	47295.36804	433828.9408	6471451.921	6471451.921
29.35650823	6436693.555	278052.7684	26172659.59	93386605.44	93386605.44
30.29644577	6339901.17	278241.3214	26172848.14	93387265.38	93387265.38
29.72202791	6339901.17	278115.6194	26172722.44	93387453.93	93387453.93
28.98419263	6388297.362	278084.1939	26172691.02	93386165.49	93386165.49
29.11759183	5952731.633	278084.1939	26172691.02	93387108.25	93387108.25
898.7062991	148414.9892	10213.28546	943550.4488	1493810.844	1352396.122
862.802427	148414.9892	10213.28546	943550.4488	1493810.844	1350824.847
912.8100791	150028.1956	10134.72172	943471.8851	1493732.28	1352317.558
843.8586561	150028.1956	10213.28546	945121.7235	1495382.118	1353967.397
909.4911583	151641.402	10228.9982	945137.4363	1495397.831	1353983.11
4675.901099	64528.25619	1.571274686	10057.72926	105434.1027	48868.214
4458.887167	64528.25619	1.571274686	9900.601795	105434.1027	48868.214
4673.054325	64528.25619	1.571274686	11943.25889	107319.6323	50753.74363
4647.828978	64528.25619	1.571274686	9900.601795	105276.9752	48711.08654
4590.422923	64528.25619	1.571274686	11000.49408	106533.995	49968.10628
237.4128309	574301.4801	39281.86715	1516280.072	1786539.318	1786539.318
242.8353857	574301.4801	39281.86715	1516280.072	1797538.241	1797538.241
236.0649873	574301.4801	39281.86715	1516280.072	1810108.438	1810108.438
117.0029944	574301.4801	39281.86715	1516280.072	1770826.571	1770826.571
