wgt	income	liq	fin	asset	networth
6427.136676	16240.97719	370.011274	27504.17136	218429.9887	217961.3078
6428.350592	16240.97719	370.011274	27504.17136	218553.3258	218096.9786
6414.477294	16240.97719	370.011274	27504.17136	218429.9887	217973.6415
6428.487972	16240.97719	370.011274	27504.17136	218429.9887	217973.6415
6425.256822	16240.97719	370.011274	27504.17136	218553.3258	218096.9786
6500.518974	27484.73063	12.33370913	12.33370913	12.33370913	12.33370913
6463.122354	27484.73063	12.33370913	12.33370913	12.33370913	12.33370913
6474.279341	28734.03657	6.166854566	6.166854566	6.166854566	6.166854566
6481.578552	27484.73063	12.33370913	12.33370913	12.33370913	12.33370913
6492.952368	27484.73063	12.33370913	12.33370913	12.33370913	12.33370913
4999.900972	149916.7125	71535.51297	315742.9538	495938.4442	362734.3856
5026.84365	146168.7947	71535.51297	277508.4555	456470.575	332516.7982
5020.846189	151166.0185	71535.51297	277878.4667	456840.5862	306369.3348
5015.081092	141171.571	71535.51297	276275.0846	456470.575	329803.3822
5014.142111	138672.9591	71535.51297	323143.1793	502105.2988	376054.7914
5692.940951	52470.84939	1973.393461	13024.39684	309033.416	48866.15558
5747.523491	52470.84939	2466.741826	14381.10485	310390.124	50222.86359
5705.921459	52470.84939	1480.045096	12161.0372	309403.4273	49236.16685
5714.279956	52470.84939	2836.7531	14997.7903	311006.8095	50839.54904
5722.40408	52470.84939	1973.393461	12654.38557	308663.4047	48496.14431
6151.198236	141171.571	14800.45096	219663.3596	465720.8568	249880.947
4124.085421	141171.571	14800.45096	562787.1477	782820.5186	566980.6088
6194.967561	141171.571	14800.45096	222808.4555	451475.4228	235635.513
6184.361314	141171.571	14800.45096	382357.3168	603747.3957	387907.4859
6210.296388	141171.571	14800.45096	151457.9481	376548.1398	160708.23
3108.598691	18739.58907	1270.372041	1270.372041	11630.68771	-13036.73055
3109.89723	18739.58907	1270.372041	1270.372041	11630.68771	-13036.73055
3120.156569	18739.58907	1270.372041	1270.372041	11630.68771	-13036.73055
3105.145511	18739.58907	1270.372041	1270.372041	11630.68771	-13036.73055
3113.660342	18739.58907	1270.372041	1270.372041	11630.68771	-13036.73055
2629.527981	78706.27409	32067.64374	251607.6663	847819.1657	736815.7835
2539.30744	77456.96815	32067.64374	251607.6663	850409.2446	739405.8625
2603.193593	77456.96815	32067.64374	251607.6663	849175.8737	738172.4915
2578.177309	77456.96815	32067.64374	251607.6663	850285.9076	739282.5254
2534.817793	78706.27409	32067.64374	251607.6663	849052.5366	738049.1545
